Offset Frequency (Hz),Phase Noise (dBc/Hz)
+1.77036174080e+004,-1.54822744455e+002
+1.80224551525e+004,-1.55056851194e+002
+1.83470350855e+004,-1.54819916433e+002
+1.86774606222e+004,-1.55521907894e+002
+1.90138370407e+004,-1.55033262289e+002
+1.93562715148e+004,-1.54520102431e+002
+1.97048731486e+004,-1.55179196676e+002
+2.00597530110e+004,-1.55386357197e+002
+2.04210241715e+004,-1.54792684744e+002
+2.07888017356e+004,-1.54734698451e+002
+2.11632028822e+004,-1.55244831703e+002
+2.15443469003e+004,-1.55557407494e+002
+2.19323552273e+004,-1.55310463545e+002
+2.23273514878e+004,-1.54597691312e+002
+2.27294615326e+004,-1.54987179408e+002
+2.31388134792e+004,-1.54749217672e+002
+2.35555377526e+004,-1.55105999641e+002
+2.39797671264e+004,-1.54689752067e+002
+2.44116367658e+004,-1.54465067043e+002
+2.48512842698e+004,-1.54811407859e+002
+2.52988497160e+004,-1.55117119925e+002
+2.57544757045e+004,-1.55395349604e+002
+2.62183074038e+004,-1.55146921556e+002
+2.66904925965e+004,-1.54753547756e+002
+2.71711817270e+004,-1.54876180021e+002
+2.76605279492e+004,-1.55322773757e+002
+2.81586871751e+004,-1.55016335700e+002
+2.86658181246e+004,-1.55023589367e+002
+2.91820823764e+004,-1.54783313404e+002
+2.97076444190e+004,-1.55146244112e+002
+3.02426717031e+004,-1.55426440477e+002
+3.07873346955e+004,-1.55534092734e+002
+3.13418069329e+004,-1.55362860753e+002
+3.19062650773e+004,-1.55301767700e+002
+3.24808889724e+004,-1.55186282351e+002
+3.30658617009e+004,-1.55340531734e+002
+3.36613696427e+004,-1.55147193681e+002
+3.42676025343e+004,-1.55141011370e+002
+3.48847535295e+004,-1.55150481138e+002
+3.55130192606e+004,-1.55359291699e+002
+3.61525999011e+004,-1.54866077687e+002
+3.68036992298e+004,-1.54878011627e+002
+3.74665246955e+004,-1.55238788497e+002
+3.81412874828e+004,-1.55413131065e+002
+3.88282025801e+004,-1.55719239369e+002
+3.95274888473e+004,-1.55082899514e+002
+4.02393690862e+004,-1.54581084065e+002
+4.09640701111e+004,-1.54781486799e+002
+4.17018228212e+004,-1.55478666262e+002
+4.24528622739e+004,-1.55264015138e+002
+4.32174277604e+004,-1.55391546470e+002
+4.39957628810e+004,-1.55272291209e+002
+4.47881156235e+004,-1.55383985823e+002
+4.55947384417e+004,-1.55294018612e+002
+4.64158883361e+004,-1.55129237028e+002
+4.72518269359e+004,-1.55297930230e+002
+4.81028205818e+004,-1.50664862008e+002
+4.89691404115e+004,-1.51845577944e+002
+4.98510624459e+004,-1.55596269013e+002
